Complex number, complex name, wind turbine number (temporary), completion date, classification, address, X-coordinate (GRS80_C_x), Y-coordinate (GRS80_C_y), latitude (lat), longitude (lon), capacity (kW), manufacturer
13,Yeongyang,18,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",443419.9763,400636.8104,36.56808085,129.241269,1500,Acciona
13,Yeongyang,19,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",443117.601,400827.3056,36.56531808,129.2433167,1500,Acciona
13,Yeongyang,20,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442997.6006,400929.9131,36.56421596,129.2444308,1500,Acciona
13,Yeongyang,21,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442876.0554,401102.6303,36.56308517,129.246327,1500,Acciona
13,Yeongyang,22,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442734.8352,401099.5617,36.5618142,129.246256,1500,Acciona
13,Yeongyang,23,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442599.9077,401206.4841,36.56057673,129.2474142,1500,Acciona
13,Yeongyang,24,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442462.2307,401229.3704,36.5593322,129.2476338,1500,Acciona
13,Yeongyang,25,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442509.5296,400663.7614,36.55987701,129.2413329,1500,Acciona
13,Yeongyang,26,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442379.045,400695.5079,36.55869538,129.2416533,1500,Acciona
13,Yeongyang,27,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442250.4398,400625.1024,36.55755213,129.240834,1500,Acciona
13,Yeongyang,28,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",442110.9699,400658.0369,36.55628935,129.2411653,1500,Acciona
13,Yeongyang,29,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",441988.577,400597.5131,36.55519995,129.2404579,1500,Acciona
13,Yeongyang,30,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",441809.0272,400339.9591,36.55363718,129.2375367,1500,Acciona
13,Yeongyang,31,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",441687.7937,400527.6854,36.55250617,129.2396004,1500,Acciona
13,Yeongyang,32,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",441534.4809,400568.9162,36.551117,129.2400207,1500,Acciona
13,Yeongyang,33,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",441390.6578,400488.8157,36.54983872,129.2390893,1500,Acciona
13,Yeongyang,34,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",441245.3295,400528.8792,36.5485217,129.2394987,1500,Acciona
13,Yeongyang,35,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",441127.8102,400606.4063,36.54744722,129.2403333,1500,Acciona
13,Yeongyang,36,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",440954.9017,400620.0133,36.5458874,129.2404402,1500,Acciona
13,Yeongyang,37,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",440802.0953,400493.0472,36.54453806,129.2389836,1500,Acciona
13,Yeongyang,38,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",444702.6363,399349.7278,36.57990012,129.227233,1500,Acciona
13,Yeongyang,39,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",444477.6546,399266.3133,36.57789165,129.2262435,1500,Acciona
13,Yeongyang,40,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",444298.6622,399179.9393,36.5762979,129.2252329,1500,Acciona
13,Yeongyang,41,12-8,Onshore,"Mangdongsan-gil 284-40, Seokbo-myeon, Yeongyang-gun, Gyeongsangbuk-do",444142.3937,399079.077,36.57491178,129.2240664,1500,Acciona
14,Samdal,1,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89905.50974,182890.4141,33.40249891,126.8160786,3000,Vestas
14,Samdal,2,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89588.44751,182940.5133,33.39964103,126.8166232,3000,Vestas
14,Samdal,3,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89544.34235,183351.3944,33.39924982,126.8210406,3000,Vestas
14,Samdal,4,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89893.79912,183425.6826,33.40240172,126.8218327,3000,Vestas
14,Samdal,5,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89558.14225,183965.1802,33.39938358,126.8276381,3000,Vestas
14,Samdal,6,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89083.51336,183362.2532,33.39509508,126.8211659,3000,Vestas
14,Samdal,7,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",88814.30348,183248.4182,33.39266608,126.8199473,3000,Vestas
14,Samdal,8,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",88906.2217,182983.6302,33.39349066,126.8170995,3000,Vestas
14,Samdal,9,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",88594.84281,183693.6727,33.39069424,126.824737,3000,Vestas
14,Samdal,10,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89055.20907,183918.8435,33.39484837,126.827149,3000,Vestas
14,Samdal,11,09-9,Onshore,"2004, Samdal-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",89178.70961,184256.4985,33.39596687,126.8307761,3000,Vestas
15,Nue Island,1,12-9,Onshore,"Ansan-si, Gyeonggi-do",510076.6324,167632.3474,37.18923722,126.6354614,750,Unison
15,Nue Island,3,12-9,Onshore,"Ansan-si, Gyeonggi-do",510152.5324,167816.7624,37.18992748,126.6375351,750,Unison
15,Nue Island,2,12-9,Onshore,"Ansan-si, Gyeonggi-do",510231.4315,168001.1142,37.19064473,126.6396079,750,Unison
16,Seongsan1,1,04-9,Onshore,"4403-3, Susan-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94026.41775,184635.2996,33.4396799,126.834765,2000,Vestas
16,Seongsan1,2,04-9,Onshore,"4403-3, Susan-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94150.75145,184859.9269,33.4408041,126.8371786,2000,Vestas
16,Seongsan1,3,04-9,Onshore,"4403-3, Susan-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94069.42113,184375.4492,33.44006387,126.8319698,2000,Vestas
16,Seongsan1,4,04-9,Onshore,"4403-3, Susan-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94655.30087,185162.3475,33.44535739,126.8404226,2000,Vestas
16,Seongsan1,5,04-9,Onshore,"4403-3, Susan-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94575.05078,184441.8243,33.44462364,126.8326748,2000,Vestas
16,Seongsan1,6,04-9,Onshore,"4403-3, Susan-ri, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94609.97066,183829.9994,33.44492942,126.8260942,2000,Vestas
17,Saemangeum,1,06-9,Onshore,"Gunsan-si, Jeollabuk-do",375115.4369,161564.9743,35.97284421,126.5738667,2000,Hyundai Electric
18,Hyundai Heavy Industries (HHI),1,06-9,Onshore,"Jeonha 1-dong, Dong-gu, Ulsan Metropolitan City (Hyundai Heavy Industries Company, 2 Yard)",328278.8881,422572.7444,35.52650814,129.4537101,,
19,Gimnyeong,1,04-10,Onshore,"Jeju-si, Jeju Special Self-Governing Province",107443.7944,178946.2494,33.56055401,126.7732691,750,Unison
20,Seongsan2,1,01-10,Onshore,"Susan-ri Area, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94819.29909,184437.4653,33.44682574,126.8326237,2000,Vestas
20,Seongsan2,2,01-10,Onshore,"Susan-ri Area, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94741.32671,184198.2918,33.44611923,126.8300528,2000,Vestas
20,Seongsan2,3,01-10,Onshore,"Susan-ri Area, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94262.33772,184056.4464,33.44179853,126.8285357,2000,Vestas
20,Seongsan2,4,01-10,Onshore,"Susan-ri Area, Seongsan-eup, Seogwipo-si, Jeju Special Self-Governing Province",94062.12772,184043.8167,33.43999323,126.8284035,2000,Vestas
21,Siwha-Bangamori,2,01-10,Onshore,"San 1-1, Daebubuk-dong, Ansan-si, Gyeonggi-do (Siwha Bangamori Area)",521392.1847,162834.7948,37.29101424,126.5808664,1500,Hanjin Industry
21,Siwha-Bangamori,1,01-10,Onshore,"San 1-1, Daebubuk-dong, Ansan-si, Gyeonggi-do (Siwha Bangamori Area)",521491.8201,162533.6643,37.29189989,126.5774654,1500,Hanjin Industry
22,Yeongwol Jeopsan,1,01-10,Onshore,"Yeongwol-gun, Gangwon-do",518760.3082,332106.509,37.25867579,128.4891629,750,Unison
22,Yeongwol Jeopsan,2,01-10,Onshore,"Yeongwol-gun, Gangwon-do",518646.1607,332103.9178,37.25764799,128.4891134,750,Unison
22,Yeongwol Jeopsan,3,01-10,Onshore,"Yeongwol-gun, Gangwon-do",518493.3795,332120.1578,37.25626953,128.4892693,750,Unison
23,Yongdae,1,04-10,Onshore,"75, Hwangtae-gil, Buk-myeon, Inje-gun, Gangwon-do (Yongdae-ri 450-5, 12)",623130.5226,318563.227,38.2005828,128.3535445,750,Unison
23,Yongdae,2,04-10,Onshore,"75, Hwangtae-gil, Buk-myeon, Inje-gun, Gangwon-do (Yongdae-ri 450-5, 12)",623093.8256,318696.7774,38.20023471,128.3550626,750,Unison
23,Yongdae,3,04-10,Onshore,"75, Hwangtae-gil, Buk-myeon, Inje-gun, Gangwon-do (Yongdae-ri 450-5, 12)",623084.1568,318826.7877,38.20013049,128.3565449,750,Unison
23,Yongdae,4,04-10,Onshore,"75, Hwangtae-gil, Buk-myeon, Inje-gun, Gangwon-do (Yongdae-ri 450-5, 12)",623200.471,318820.7866,38.20117886,128.3564958,750,Unison
23,Yongdae,5,03-12,Onshore,"75, Hwangtae-gil, Buk-myeon, Inje-gun, Gangwon-do (Yongdae-ri 450-5, 12)",623248.3012,318700.0914,38.20162555,128.3551263,750,Unison
23,Yongdae,6,03-12,Onshore,"75, Hwangtae-gil, Buk-myeon, Inje-gun, Gangwon-do (Yongdae-ri 450-5, 12)",623311.0247,318627.0794,38.20220008,128.3543034,750,Unison
23,Yongdae,7,13-8,Onshore,"75, Hwangtae-gil, Buk-myeon, Inje-gun, Gangwon-do (Yongdae-ri 450-5, 12)",623334.3897,318552.1129,38.20242039,128.3534517,1500,Hanjin Industry
25,Yeongheung1,1,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",519262.7709,150304.7707,37.27124358,126.4397057,3000,Doosan Enerbility
25,Yeongheung1,2,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",519564.9947,149916.0837,37.27394579,126.4353032,3000,Doosan Enerbility
25,Yeongheung1,3,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",519308.6878,149972.9604,37.27163953,126.4359617,2500,Samsung Heavy Industries
25,Yeongheung1,4,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",519083.5483,149909.9539,37.26960764,126.4352665,2500,Samsung Heavy Industries
25,Yeongheung1,5,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",518836.713,150224.6212,37.26740053,126.4388305,2500,Samsung Heavy Industries
25,Yeongheung1,6,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",518429.3182,150005.3721,37.26371817,126.4363862,2500,Samsung Heavy Industries
25,Yeongheung1,7,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",518506.0866,149797.8208,37.26439869,126.4340413,2000,Unison
25,Yeongheung1,8,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",518226.7152,149908.7451,37.26188753,126.4353105,2000,Unison
25,Yeongheung1,9,07-11,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",518281.9391,149462.1542,37.26236098,126.4302725,2000,Unison
26,Daemyung Yangsan,2,01-11,Onshore,"2091-3, Eogok-dong, Yangsan-si, Gyeongsangnam-do",315772.7915,381116.277,35.42228936,128.9941727,1500,Hanjin Industry
26,Daemyung Yangsan,1,01-11,Onshore,"2091-3, Eogok-dong, Yangsan-si, Gyeongsangnam-do",315719.4769,380856.0928,35.42185638,128.9912977,1500,Hanjin Industry
27,Gyeongin Port,1,12-11,Onshore,"Incheon Terminal Waterfront Area (Island Village), Gyeongseo-dong, Seo-gu, Incheon Metropolitan City",550714.2897,165504.6978,37.55530831,126.6096065,1500,Hanjin Industry
27,Gyeongin Port,2,12-11,Onshore,"Incheon Terminal Waterfront Area (Island Village), Gyeongseo-dong, Seo-gu, Incheon Metropolitan City",550714.2868,165269.6764,37.55529946,126.6069468,1500,Hanjin Industry
28,Gyeongpo,1,12-11,Onshore,"San 20, Duwon-ri, Janggi-myeon, Nam-gu, Pohang-si, Gyeongsangbuk-do",364446.5318,427410.1596,35.85106953,129.5172109,1500,STX Heavy Industries
29,Maebongsan,1,05-6,Onshore,"9-183, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area, total of 24 parcels)",514459.2904,374545.7134,37.21296295,128.9663237,850,Vestas
29,Maebongsan,2,05-6,Onshore,"9-183, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area, total of 24 parcels)",514510.178,374490.5847,37.21343151,128.9657149,850,Vestas
29,Maebongsan,3,05-6,Onshore,"9-183, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area, total of 24 parcels)",514579.9282,374428.0508,37.21407131,128.9650271,850,Vestas
29,Maebongsan,4,10-6,Onshore,"9-183, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area, total of 24 parcels)",514639.9264,374377.7347,37.21462101,128.9644746,850,SGRE
29,Maebongsan,5,10-6,Onshore,"9-183, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area, total of 24 parcels)",514720.0624,374332.9993,37.215351,128.9639896,850,SGRE
29,Maebongsan,6,10-6,Onshore,"9-183, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area, total of 24 parcels)",514744.4073,374253.4064,37.2155851,128.9630991,850,SGRE
29,Maebongsan,7,05-12,Onshore,"9-183, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area, total of 24 parcels)",514789.7004,374170.368,37.21600847,128.9621747,2000,Hyosung
30,Changjuk,1,03-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",516361.4805,374133.1617,37.23016959,128.9621225,2000,Hyundai Electric
30,Changjuk,2,03-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",516068.735,374206.4132,37.22751969,128.9628791,2000,Hyundai Electric
30,Changjuk,3,12-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",515881.329,374243.4052,37.22582515,128.9632519,2000,Hyundai Electric
30,Changjuk,4,12-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",515756.3724,374488.2864,37.22465414,128.9659804,2000,Hyundai Electric
30,Changjuk,5,12-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",515765.4334,374680.2868,37.22469981,128.9681446,2000,Hyundai Electric
30,Changjuk,6,12-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",514448.4945,374698.0932,37.21283723,128.9680369,2000,Hyundai Electric
30,Changjuk,7,12-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",514690.3774,375344.6361,37.2148942,128.9753733,2000,Hyundai Electric
30,Changjuk,8,12-12,Onshore,"San 9-352, San 9-365, Changjuk-dong, Taebaek-si, Gangwon-do (Maebongsan Area)",514783.8509,375504.8243,37.21570583,128.9771989,2000,Hyundai Electric
31,Daebul,1,01-12,Onshore,,241519.7858,146592.3205,34.76806819,126.4166,750,Unison
32,Woljeong 1 (Offshore),1,02-12,Offshore,": 169, Woljeongseo-ro, Gwa-gwa-eup, Jeju-si (Woljeong-ri 1400-45, forest land at 1400-48)",109057.6436,180441.2163,33.57513272,126.7893332,3000,Doosan Enerbility
33,Gasiri,1,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88250.68824,175829.7742,33.38744316,126.7402245,1500,Hyosung
33,Gasiri,2,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88371.03668,175587.4499,33.38852275,126.7376168,1500,Hyosung
33,Gasiri,3,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88482.0227,175326.305,33.38951745,126.734807,1500,Hyosung
33,Gasiri,4,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88634.12911,175123.3725,33.39088418,126.7326217,1500,Hyosung
33,Gasiri,5,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88847.88564,175214.2679,33.39281353,126.7335928,1500,Hyosung
33,Gasiri,6,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88807.47267,175557.0602,33.39245702,126.7372783,1500,Hyosung
33,Gasiri,7,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88675.80112,175834.604,33.39127613,126.740265,1500,Hyosung
33,Gasiri,8,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88532.03753,176055.3777,33.38998489,126.7426417,750,Hyosung
33,Gasiri,9,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88791.74127,176195.3929,33.39232952,126.7441397,750,Hyosung
33,Gasiri,10,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",88952.84555,175940.2839,33.39377637,126.7413934,750,Hyosung
33,Gasiri,11,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",89095.62818,175720.529,33.39505876,126.7390276,750,Hyosung
33,Gasiri,12,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",89255.82816,175470.4379,33.39649746,126.7363351,750,Hyosung
33,Gasiri,13,04-12,Onshore,"San 68, Pyoseon-myeon Area, Seogwipo-si, Jeju Special Self-Governing Province",89073.21528,175334.9421,33.3948479,126.7348837,750,Hyosung
34,Woljeong 2 (Offshore),1,05-12,Offshore,"Jeju-si, Jeju Special Self-Governing Province",109053.1857,180038.2005,33.57508507,126.7849924,2000,STX Heavy Industries
35,Taebaek,1,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",528454.8081,377137.2545,37.33850326,128.9988331,2000,Hyundai Electric
35,Taebaek,2,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",528878.3185,377359.1974,37.34227455,129.0014374,2000,Hyundai Electric
35,Taebaek,3,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",528646.4408,377188.7303,37.34021906,128.9994594,2000,Hyundai Electric
35,Taebaek,4,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",529031.1321,377388.4368,37.34364503,129.0018037,2000,Hyundai Electric
35,Taebaek,5,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",529226.8396,377344.5452,37.34541571,129.0013555,2000,Hyosung
35,Taebaek,6,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",529183.9772,377535.2333,37.34499332,129.003496,2000,Hyosung
35,Taebaek,7,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",528705.6383,378045.3761,37.34058838,129.0091349,2000,Hyosung
35,Taebaek,8,06-12,Onshore,"San 11-3, Sookam-ri Area, Hajang-myeon, Samcheok-si, Gangwon-do / San 524-144, Hasami-dong Area, Taebaek-si, Gangwon-do",528954.0161,378076.6564,37.34281897,129.0095473,2000,Hyosung
36,Gapado,1,09-12,Onshore,"Seogwipo-si, Jeju Special Self-Governing Province",64088.75624,131817.6845,33.16771669,126.2690342,250,Siva
36,Gapado,2,09-12,Onshore,"Seogwipo-si, Jeju Special Self-Governing Province",64000.2592,131806.6029,33.16691812,126.268922,250,Siva
37,Gyeongju,1,01-12,Onshore,"San 600, Janghang-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",353243.0906,414495.7589,35.75309299,129.3713722,2400,Mitsubishi
37,Gyeongju,2,01-12,Onshore,"San 600, Janghang-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",352967.4571,414333.1887,35.75064633,129.3695027,2400,Mitsubishi
37,Gyeongju,3,01-12,Onshore,"San 600, Janghang-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",352805.6227,414252.3936,35.7492066,129.368567,2400,Mitsubishi
37,Gyeongju,4,01-12,Onshore,"San 600, Janghang-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",352708.5514,413960.0334,35.74839605,129.3653115,2400,Mitsubishi
37,Gyeongju,5,01-12,Onshore,"San 600, Janghang-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",352949.731,413611.7146,35.75064351,129.361528,2400,Mitsubishi
37,Gyeongju,6,01-12,Onshore,"San 600, Janghang-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",353196.6894,413497.5488,35.75289214,129.3603325,2400,Mitsubishi
37,Gyeongju,7,01-12,Onshore,"San 600, Janghang-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",353546.1926,413208.0899,35.75610218,129.3572277,2400,Mitsubishi
38,Yeonggwang,1,12-12,Onshore,"Yeonggwang-gun, Jeollanam-do",298731.7041,139592.6396,35.2833399,126.3359862,2000,DMS
39,Yeonggwang Jisan,1,12-12,Onshore,"1510-1, Jisan-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298877.4578,142959.3059,35.28485103,126.3729813,3000,Doosan Enerbility
40,Shinan(Complex),1,13-1,Onshore,"1524 and 894-1, Taecheon-ri, Jido-eup, Shinan-gun, Jeollanam-do",270272.9099,131313.9423,35.02631213,126.2473572,3000,Doosan Enerbility
40,Shinan(Complex),2,13-1,Onshore,"1524 and 894-1, Taecheon-ri, Jido-eup, Shinan-gun, Jeollanam-do",270324.2913,131083.9392,35.02675957,126.2448328,3000,Doosan Enerbility
40,Shinan(Complex),3,13-1,Onshore,"1524 and 894-1, Taecheon-ri, Jido-eup, Shinan-gun, Jeollanam-do",270632.6078,131400.7185,35.02955998,126.2482783,3000,Doosan Enerbility
41,Haengwon Village,1,13-1,Onshore,"349, Haengwon-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",105650.7942,182735.0095,33.54445646,126.8141052,2000,STX Heavy Industries
42,Yeongheung2,1,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",517786.1846,149928.9629,37.25791944,126.4355681,3000,Doosan Enerbility
42,Yeongheung2,2,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",517587.6284,149921.8792,37.25613007,126.4355016,3000,Doosan Enerbility
42,Yeongheung2,3,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",517123.5334,149735.4976,37.25193854,126.433432,3000,Doosan Enerbility
42,Yeongheung2,4,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",516869.8446,149632.9751,37.24964727,126.4322936,3000,Doosan Enerbility
